param 0-nm,param 1-n,param 2-m,param 3-input-size,param 4-output-size,param 5-num-rewrites,param kind,param n,Rewrite_for_gen real,Rewrite_for_gen sys,Rewrite_for_gen user,Rewrite_for_gen:etransitivity_for_sides real,Rewrite_for_gen:etransitivity_for_sides sys,Rewrite_for_gen:etransitivity_for_sides user,Rewrite_for_gen:generalize_hyps_for_rewriting real,Rewrite_for_gen:generalize_hyps_for_rewriting sys,Rewrite_for_gen:generalize_hyps_for_rewriting user,Rewrite_for_gen_skip_cbv real,Rewrite_for_gen_skip_cbv sys,Rewrite_for_gen_skip_cbv user,Rewrite_lhs_for-regression-quadratic real,Rewrite_lhs_for-regression-quadratic sys,Rewrite_lhs_for-regression-quadratic user,Rewrite_lhs_for_skip_cbv-regression-quadratic real,Rewrite_lhs_for_skip_cbv-regression-quadratic sys,Rewrite_lhs_for_skip_cbv-regression-quadratic user,autorewrite-regression-cubic real,autorewrite-regression-cubic sys,autorewrite-regression-cubic user,cbn-regression-cubic real,cbn-regression-cubic sys,cbn-regression-cubic user,cbv-regression-quadratic real,cbv-regression-quadratic sys,cbv-regression-quadratic user,cps+cbn-regression-quadratic real,cps+cbn-regression-quadratic sys,cps+cbn-regression-quadratic user,cps+cbv-regression-quadratic real,cps+cbv-regression-quadratic sys,cps+cbv-regression-quadratic user,cps+lazy-regression-quadratic real,cps+lazy-regression-quadratic sys,cps+lazy-regression-quadratic user,cps+native_compute native_compute compilation real,cps+native_compute native_compute conversion to native code real,cps+native_compute native_compute evaluation real,cps+native_compute native_compute reification real,cps+native_compute-regression-quadratic real,cps+native_compute-regression-quadratic sys,cps+native_compute-regression-quadratic user,cps+simpl-regression-quadratic real,cps+simpl-regression-quadratic sys,cps+simpl-regression-quadratic user,cps+vm_compute-regression-quadratic real,cps+vm_compute-regression-quadratic sys,cps+vm_compute-regression-quadratic user,do_reify_rhs_with:notypeclasses_refine real,do_reify_rhs_with:notypeclasses_refine sys,do_reify_rhs_with:notypeclasses_refine user,do_reify_rhs_with:reify_hint real,do_reify_rhs_with:reify_hint sys,do_reify_rhs_with:reify_hint user,do_rewrite_with:refine_interp_rewrite real,do_rewrite_with:refine_interp_rewrite sys,do_rewrite_with:refine_interp_rewrite user,do_rewrite_with:refine_trans real,do_rewrite_with:refine_trans sys,do_rewrite_with:refine_trans user,do_rewrite_with:vm_cast_no_check real,do_rewrite_with:vm_cast_no_check sys,do_rewrite_with:vm_cast_no_check user,final_cbv real,final_cbv sys,final_cbv user,lazy-regression-quadratic real,lazy-regression-quadratic sys,lazy-regression-quadratic user,native_compute(1) native_compute compilation real,native_compute(1) native_compute conversion to native code real,native_compute(1) native_compute evaluation real,native_compute(1) native_compute reification real,native_compute(1)-regression-quadratic real,native_compute(1)-regression-quadratic sys,native_compute(1)-regression-quadratic user,native_compute(2) native_compute compilation real,native_compute(2) native_compute conversion to native code real,native_compute(2) native_compute evaluation real,native_compute(2) native_compute reification real,native_compute(2)-regression-quadratic real,native_compute(2)-regression-quadratic sys,native_compute(2)-regression-quadratic user,prove_Wf real,prove_Wf sys,prove_Wf user,prove_Wf_with:refine real,prove_Wf_with:refine sys,prove_Wf_with:refine user,prove_Wf_with:reflexivity real,prove_Wf_with:reflexivity sys,prove_Wf_with:reflexivity user,prove_Wf_with:split real,prove_Wf_with:split sys,prove_Wf_with:split user,prove_Wf_with:vm_compute real,prove_Wf_with:vm_compute sys,prove_Wf_with:vm_compute user,reification real,reification sys,reification user,rewrite!-regression-cubic real,rewrite!-regression-cubic sys,rewrite!-regression-cubic user,rewrite_strat(bottomup)-regression-cubic real,rewrite_strat(bottomup)-regression-cubic sys,rewrite_strat(bottomup)-regression-cubic user,rewrite_strat(bottomup)-regression-exponential real,rewrite_strat(bottomup)-regression-exponential sys,rewrite_strat(bottomup)-regression-exponential user,"rewrite_strat(bottomup,bottomup)-regression-exponential real","rewrite_strat(bottomup,bottomup)-regression-exponential sys","rewrite_strat(bottomup,bottomup)-regression-exponential user",rewrite_strat(topdown)-regression-cubic real,rewrite_strat(topdown)-regression-cubic sys,rewrite_strat(topdown)-regression-cubic user,rewrite_strat(topdown)-regression-exponential real,rewrite_strat(topdown)-regression-exponential sys,rewrite_strat(topdown)-regression-exponential user,"rewrite_strat(topdown,bottomup)-regression-exponential real","rewrite_strat(topdown,bottomup)-regression-exponential sys","rewrite_strat(topdown,bottomup)-regression-exponential user",rewriting real,rewriting sys,rewriting user,setoid_rewrite-regression-cubic real,setoid_rewrite-regression-cubic sys,setoid_rewrite-regression-cubic user,simpl-regression-cubic real,simpl-regression-cubic sys,simpl-regression-cubic user,ssr-rewrite!-regression-cubic real,ssr-rewrite!-regression-cubic sys,ssr-rewrite!-regression-cubic user,vm_compute-regression-quadratic real,vm_compute-regression-quadratic sys,vm_compute-regression-quadratic user,vm_compute_and_unify_in_rewrite real,vm_compute_and_unify_in_rewrite sys,vm_compute_and_unify_in_rewrite user
98535,3,6569,197101,31,98535,Plus0Tree,,1.288,0.,1.287,0.,0.,0.,0.007,0.,0.007,,,,1.288,0.,1.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.146,0.,0.146,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.022,0.,0.022,0.001,0.,0.001,0.,0.,0.,0.011,0.,0.011,0.004,0.,0.004,0.155,0.,0.155,,,,,,,,,,,,,,,,,,,,,,1.108,0.,1.107,,,,,,,,,,,,,1.082,0.,1.081
98550,3,6570,197131,31,98550,Plus0Tree,,1.286,0.,1.285,0.,0.,0.,0.007,0.,0.007,,,,1.286,0.,1.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.145,0.,0.145,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.02,0.,0.02,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.153,0.,0.153,,,,,,,,,,,,,,,,,,,,,,1.107,0.,1.106,,,,,,,,,,,,,1.084,0.,1.083
98565,3,6571,197161,31,98565,Plus0Tree,,1.29,0.,1.287,0.,0.,0.,0.007,0.,0.007,,,,1.29,0.,1.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.146,0.,0.146,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.154,0.,0.154,,,,,,,,,,,,,,,,,,,,,,1.109,0.,1.107,,,,,,,,,,,,,1.086,0.,1.085
98580,3,6572,197191,31,98580,Plus0Tree,,1.271,0.,1.269,0.,0.,0.,0.007,0.,0.007,,,,1.271,0.,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.146,0.,0.146,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.017,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.154,0.,0.154,,,,,,,,,,,,,,,,,,,,,,1.091,0.,1.09,,,,,,,,,,,,,1.07,0.,1.068
98595,3,6573,197221,31,98595,Plus0Tree,,1.287,0.,1.283,0.,0.,0.,0.007,0.,0.007,,,,1.287,0.,1.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.148,0.,0.148,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.023,0.,0.023,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.157,0.,0.156,,,,,,,,,,,,,,,,,,,,,,1.105,0.,1.102,,,,,,,,,,,,,1.078,0.,1.075
98595,5,1565,197317,127,98595,Plus0Tree,,1.427,0.004,1.423,0.,0.,0.,0.008,0.,0.008,,,,1.427,0.004,1.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.159,0.,0.159,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.003,0.003,,,,,,,,,,,,,,,,,,0.025,0.,0.025,0.002,0.,0.002,0.,0.,0.,0.012,0.,0.012,0.005,0.,0.005,0.168,0.,0.168,,,,,,,,,,,,,,,,,,,,,,1.229,0.,1.228,,,,,,,,,,,,,1.199,0.,1.199
98610,3,6574,197251,31,98610,Plus0Tree,,1.297,0.003,1.289,0.,0.,0.,0.007,0.,0.007,,,,1.297,0.003,1.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.152,0.,0.152,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.021,0.,0.021,0.002,0.,0.002,0.,0.,0.,0.01,0.,0.01,0.004,0.,0.004,0.163,0.,0.163,,,,,,,,,,,,,,,,,,,,,,1.107,0.003,1.1,,,,,,,,,,,,,1.083,0.003,1.076
98625,3,6575,197281,31,98625,Plus0Tree,,1.294,0.004,1.285,0.,0.,0.,0.008,0.,0.007,,,,1.294,0.004,1.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.147,0.,0.146,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.156,0.,0.155,,,,,,,,,,,,,,,,,,,,,,1.112,0.004,1.104,,,,,,,,,,,,,1.089,0.004,1.082
98640,3,6576,197311,31,98640,Plus0Tree,,1.294,0.,1.291,0.,0.,0.,0.007,0.,0.007,,,,1.294,0.,1.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.149,0.,0.149,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.017,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.158,0.,0.157,,,,,,,,,,,,,,,,,,,,,,1.111,0.,1.109,,,,,,,,,,,,,1.09,0.,1.087
98655,3,6577,197341,31,98655,Plus0Tree,,1.287,0.,1.286,0.,0.,0.,0.007,0.,0.007,,,,1.287,0.,1.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.153,0.,0.152,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.022,0.,0.022,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.161,0.,0.161,,,,,,,,,,,,,,,,,,,,,,1.101,0.,1.1,,,,,,,,,,,,,1.075,0.,1.074
98658,5,1566,197443,127,98658,Plus0Tree,,1.436,0.,1.436,0.,0.,0.,0.009,0.,0.009,,,,1.436,0.,1.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.163,0.,0.163,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.029,0.,0.029,0.005,0.,0.005,0.,0.,0.,0.012,0.,0.012,0.005,0.,0.005,0.172,0.,0.172,,,,,,,,,,,,,,,,,,,,,,1.233,0.,1.233,,,,,,,,,,,,,1.199,0.,1.199
98670,3,6578,197371,31,98670,Plus0Tree,,1.291,0.02,1.269,0.,0.,0.,0.008,0.,0.008,,,,1.291,0.02,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.143,0.,0.142,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.026,0.,0.026,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.01,0.,0.01,0.154,0.,0.153,,,,,,,,,,,,,,,,,,,,,,1.11,0.02,1.089,,,,,,,,,,,,,1.081,0.02,1.06
98685,3,6579,197401,31,98685,Plus0Tree,,1.285,0.04,1.243,0.,0.,0.,0.007,0.,0.007,,,,1.286,0.04,1.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.151,0.008,0.143,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.159,0.008,0.151,,,,,,,,,,,,,,,,,,,,,,1.1,0.032,1.066,,,,,,,,,,,,,1.077,0.032,1.044
98700,3,6580,197431,31,98700,Plus0Tree,,1.281,0.008,1.271,0.,0.,0.,0.007,0.,0.007,,,,1.281,0.008,1.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.153,0.,0.152,0.001,0.001,0.,0.001,0.001,0.,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.017,0.,0.016,0.001,0.,0.,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.161,0.,0.161,,,,,,,,,,,,,,,,,,,,,,1.095,0.007,1.086,,,,,,,,,,,,,1.073,0.004,1.068
98715,3,6581,197461,31,98715,Plus0Tree,,1.279,0.,1.278,0.,0.,0.,0.007,0.,0.007,,,,1.28,0.,1.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.,0.001,0.14,0.,0.14,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.023,0.,0.023,0.002,0.,0.002,0.,0.,0.,0.012,0.,0.012,0.004,0.,0.004,0.151,0.,0.151,,,,,,,,,,,,,,,,,,,,,,1.102,0.,1.101,,,,,,,,,,,,,1.075,0.,1.074
98721,5,1567,197569,127,98721,Plus0Tree,,1.434,0.,1.434,0.,0.,0.,0.008,0.,0.008,,,,1.434,0.,1.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.,0.001,0.157,0.,0.157,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,,,,,,,,,,,,,,,,,,0.03,0.,0.03,0.002,0.,0.002,0.,0.,0.,0.015,0.,0.015,0.005,0.,0.005,0.168,0.,0.168,,,,,,,,,,,,,,,,,,,,,,1.237,0.,1.237,,,,,,,,,,,,,1.202,0.,1.202
98730,3,6582,197491,31,98730,Plus0Tree,,1.281,0.,1.28,0.,0.,0.,0.007,0.,0.007,,,,1.282,0.,1.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.148,0.,0.148,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.156,0.,0.156,,,,,,,,,,,,,,,,,,,,,,1.1,0.,1.099,,,,,,,,,,,,,1.078,0.,1.077
98745,3,6583,197521,31,98745,Plus0Tree,,1.284,0.,1.282,0.,0.,0.,0.007,0.,0.007,,,,1.285,0.,1.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.153,0.,0.153,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.017,0.,0.017,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.162,0.,0.162,,,,,,,,,,,,,,,,,,,,,,1.097,0.,1.095,,,,,,,,,,,,,1.075,0.,1.074
98760,3,6584,197551,31,98760,Plus0Tree,,1.268,0.,1.267,0.,0.,0.,0.008,0.,0.008,,,,1.268,0.,1.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.139,0.,0.139,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.02,0.,0.02,0.001,0.,0.001,0.,0.,0.,0.01,0.,0.01,0.003,0.,0.003,0.147,0.,0.147,,,,,,,,,,,,,,,,,,,,,,1.095,0.,1.094,,,,,,,,,,,,,1.071,0.,1.07
98775,3,6585,197581,31,98775,Plus0Tree,,1.269,0.,1.267,0.,0.,0.,0.007,0.,0.007,,,,1.269,0.,1.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.142,0.,0.142,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.017,0.,0.017,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.15,0.,0.15,,,,,,,,,,,,,,,,,,,,,,1.093,0.,1.092,,,,,,,,,,,,,1.072,0.,1.071
98784,5,1568,197695,127,98784,Plus0Tree,,1.438,0.,1.438,0.,0.,0.,0.008,0.,0.008,,,,1.438,0.,1.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.163,0.,0.163,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.027,0.,0.027,0.002,0.,0.002,0.,0.,0.,0.015,0.,0.015,0.005,0.,0.005,0.171,0.,0.171,,,,,,,,,,,,,,,,,,,,,,1.237,0.,1.237,,,,,,,,,,,,,1.204,0.,1.204
98790,3,6586,197611,31,98790,Plus0Tree,,1.279,0.,1.278,0.,0.,0.,0.007,0.,0.007,,,,1.28,0.,1.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.149,0.,0.148,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.023,0.,0.023,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.16,0.,0.159,,,,,,,,,,,,,,,,,,,,,,1.094,0.,1.093,,,,,,,,,,,,,1.067,0.,1.066
98805,3,6587,197641,31,98805,Plus0Tree,,1.273,0.003,1.267,0.,0.,0.,0.007,0.,0.007,,,,1.274,0.003,1.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.14,0.,0.14,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.02,0.,0.019,0.003,0.,0.003,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.151,0.,0.151,,,,,,,,,,,,,,,,,,,,,,1.096,0.003,1.09,,,,,,,,,,,,,1.071,0.003,1.066
98820,3,6588,197671,31,98820,Plus0Tree,,1.274,0.,1.273,0.,0.,0.,0.007,0.,0.007,,,,1.275,0.,1.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.143,0.,0.143,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.154,0.,0.154,,,,,,,,,,,,,,,,,,,,,,1.094,0.,1.093,,,,,,,,,,,,,1.072,0.,1.071
98835,3,6589,197701,31,98835,Plus0Tree,,1.275,0.,1.273,0.,0.,0.,0.007,0.,0.007,,,,1.275,0.,1.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.145,0.,0.145,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.021,0.,0.021,0.001,0.,0.001,0.,0.,0.,0.01,0.,0.01,0.003,0.,0.003,0.156,0.,0.156,,,,,,,,,,,,,,,,,,,,,,1.093,0.,1.092,,,,,,,,,,,,,1.069,0.,1.068
98847,5,1569,197821,127,98847,Plus0Tree,,1.442,0.,1.442,0.,0.,0.,0.008,0.,0.008,,,,1.442,0.,1.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.165,0.,0.165,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.029,0.,0.029,0.002,0.,0.002,0.,0.,0.,0.015,0.,0.015,0.005,0.,0.005,0.173,0.,0.173,,,,,,,,,,,,,,,,,,,,,,1.239,0.,1.239,,,,,,,,,,,,,1.205,0.,1.205
98850,3,6590,197731,31,98850,Plus0Tree,,1.271,0.,1.27,0.,0.,0.,0.008,0.,0.008,,,,1.271,0.,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.143,0.,0.143,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.151,0.,0.151,,,,,,,,,,,,,,,,,,,,,,1.093,0.,1.092,,,,,,,,,,,,,1.072,0.,1.071
98865,3,6591,197761,31,98865,Plus0Tree,,1.268,0.,1.266,0.,0.,0.,0.007,0.,0.007,,,,1.269,0.,1.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.141,0.,0.141,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.02,0.,0.02,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.003,0.,0.003,0.149,0.,0.149,,,,,,,,,,,,,,,,,,,,,,1.093,0.,1.091,,,,,,,,,,,,,1.069,0.,1.068
98880,3,6592,197791,31,98880,Plus0Tree,,1.27,0.,1.269,0.,0.,0.,0.007,0.,0.007,,,,1.271,0.,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.143,0.,0.143,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.151,0.,0.151,,,,,,,,,,,,,,,,,,,,,,1.094,0.,1.093,,,,,,,,,,,,,1.072,0.,1.071
98895,3,6593,197821,31,98895,Plus0Tree,,1.277,0.,1.276,0.,0.,0.,0.007,0.,0.007,,,,1.278,0.,1.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.148,0.,0.148,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.002,0.,0.002,0.,0.,0.,0.007,0.,0.007,0.004,0.,0.004,0.156,0.,0.156,,,,,,,,,,,,,,,,,,,,,,1.096,0.,1.095,,,,,,,,,,,,,1.074,0.,1.073
98910,3,6594,197851,31,98910,Plus0Tree,,1.287,0.,1.287,0.,0.,0.,0.007,0.,0.007,,,,1.288,0.,1.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.142,0.,0.142,0.004,0.,0.004,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.15,0.,0.15,,,,,,,,,,,,,,,,,,,,,,1.111,0.,1.111,,,,,,,,,,,,,1.086,0.,1.086
98910,5,1570,197947,127,98910,Plus0Tree,,1.44,0.,1.44,0.,0.,0.,0.008,0.,0.008,,,,1.44,0.,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.164,0.,0.164,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.029,0.,0.029,0.002,0.,0.002,0.,0.,0.,0.015,0.,0.015,0.005,0.,0.005,0.172,0.,0.172,,,,,,,,,,,,,,,,,,,,,,1.238,0.,1.238,,,,,,,,,,,,,1.205,0.,1.205
98925,3,6595,197881,31,98925,Plus0Tree,,1.29,0.,1.288,0.,0.,0.,0.007,0.,0.007,,,,1.29,0.,1.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.147,0.,0.147,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.155,0.,0.155,,,,,,,,,,,,,,,,,,,,,,1.109,0.,1.108,,,,,,,,,,,,,1.085,0.,1.085
98940,3,6596,197911,31,98940,Plus0Tree,,1.293,0.,1.293,0.,0.,0.,0.008,0.,0.008,,,,1.293,0.,1.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.147,0.,0.147,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.021,0.,0.021,0.004,0.,0.004,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.158,0.,0.158,,,,,,,,,,,,,,,,,,,,,,1.109,0.,1.109,,,,,,,,,,,,,1.084,0.,1.084
98955,3,6597,197941,31,98955,Plus0Tree,,1.3,0.,1.3,0.,0.,0.,0.007,0.,0.007,,,,1.3,0.,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.157,0.,0.157,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.169,0.,0.169,,,,,,,,,,,,,,,,,,,,,,1.106,0.,1.106,,,,,,,,,,,,,1.083,0.,1.083
98970,3,6598,197971,31,98970,Plus0Tree,,1.294,0.,1.294,0.,0.,0.,0.008,0.,0.008,,,,1.295,0.,1.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.143,0.,0.143,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.004,0.,0.004,,,,,,,,,,,,,,,,,,0.021,0.,0.021,0.004,0.,0.004,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.151,0.,0.151,,,,,,,,,,,,,,,,,,,,,,1.117,0.,1.117,,,,,,,,,,,,,1.092,0.,1.092
98973,5,1571,198073,127,98973,Plus0Tree,,1.435,0.,1.435,0.,0.,0.,0.01,0.,0.01,,,,1.435,0.,1.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.162,0.,0.162,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,,,,,,,,,,,,,,,,,,0.025,0.,0.025,0.002,0.,0.002,0.,0.,0.,0.013,0.,0.013,0.004,0.,0.004,0.171,0.,0.171,,,,,,,,,,,,,,,,,,,,,,1.232,0.,1.232,,,,,,,,,,,,,1.203,0.,1.203
98985,3,6599,198001,31,98985,Plus0Tree,,1.318,0.,1.316,0.,0.,0.,0.007,0.,0.007,,,,1.318,0.,1.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.162,0.,0.162,0.001,0.,0.001,0.001,0.,0.001,0.,0.,0.,0.005,0.,0.005,,,,,,,,,,,,,,,,,,0.018,0.,0.018,0.001,0.,0.001,0.,0.,0.,0.008,0.,0.008,0.004,0.,0.004,0.17,0.,0.17,,,,,,,,,,,,,,,,,,,,,,1.121,0.,1.12,,,,,,,,,,,,,1.098,0.,1.098
